,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 56]","[0.51, 11]","[0.52, 3]","[0.53, 3]",0.53397,"[0.54, 4]","[0.55, 28]","[0.56, 16]","[0.57, 12]","[0.58, 30]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 56]","[0.51, 14]","[0.52, 3]","[0.53, 3]",0.53402,"[0.54, 4]","[0.55, 28]","[0.56, 16]","[0.57, 12]","[0.58, 30]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 68]","[0.51, 14]","[0.52, 3]","[0.53, 3]",0.53403,"[0.54, 4]","[0.55, 28]","[0.56, 16]","[0.57, 12]","[0.58, 30]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 73]","[0.51, 14]","[0.52, 3]","[0.53, 3]",0.53404,"[0.54, 4]","[0.55, 28]","[0.56, 16]","[0.57, 12]","[0.58, 30]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 73]","[0.51, 14]","[0.52, 3]","[0.53, 3]",0.53404,"[0.54, 4]","[0.55, 28]","[0.56, 16]","[0.57, 12]","[0.58, 30]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.49, 133]","[0.495, 134]","[0.5, 73]","[0.51, 14]","[0.52, 3]",0.52761,"[0.53, 1]","[0.54, 4]","[0.55, 28]","[0.56, 16]","[0.57, 12]"
,price,lots,type,time
0,0.53,3,SELL,09:57:10
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.49, 133]","[0.495, 134]","[0.5, 73]","[0.51, 14]","[0.52, 8]",0.52859,"[0.53, 1]","[0.54, 4]","[0.55, 28]","[0.56, 16]","[0.57, 12]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.49, 133]","[0.495, 134]","[0.5, 68]","[0.51, 14]","[0.52, 8]",0.52857,"[0.53, 1]","[0.54, 4]","[0.55, 28]","[0.56, 16]","[0.57, 12]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.49, 133]","[0.495, 134]","[0.5, 68]","[0.51, 14]","[0.52, 8]",0.52859,"[0.53, 1]","[0.54, 4]","[0.55, 28]","[0.56, 11]","[0.57, 12]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.49, 133]","[0.495, 134]","[0.5, 63]","[0.51, 19]","[0.52, 8]",0.52865,"[0.53, 1]","[0.54, 4]","[0.55, 28]","[0.56, 11]","[0.57, 12]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 63]","[0.51, 19]","[0.52, 8]","[0.53, 1]",0.53276,"[0.54, 4]","[0.55, 28]","[0.56, 11]","[0.57, 12]","[0.58, 30]"
,price,lots,type,time
0,0.53,1,BUY,09:57:31
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 52]","[0.51, 19]","[0.52, 8]","[0.53, 1]",0.53275,"[0.54, 4]","[0.55, 28]","[0.56, 11]","[0.57, 12]","[0.58, 30]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 52]","[0.51, 19]","[0.52, 8]","[0.53, 1]",0.5331,"[0.54, 3]","[0.55, 28]","[0.56, 11]","[0.57, 12]","[0.58, 30]"
,price,lots,type,time
0,0.54,1,BUY,09:57:32
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 52]","[0.51, 19]","[0.52, 8]","[0.53, 1]",0.53368,"[0.54, 2]","[0.55, 28]","[0.56, 11]","[0.57, 12]","[0.58, 30]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 52]","[0.51, 19]","[0.52, 8]","[0.53, 2]",0.53485,"[0.54, 2]","[0.55, 28]","[0.56, 11]","[0.57, 12]","[0.58, 30]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 52]","[0.51, 19]","[0.52, 8]","[0.53, 2]",0.53602,"[0.54, 1]","[0.55, 28]","[0.56, 11]","[0.57, 12]","[0.58, 30]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 52]","[0.51, 19]","[0.52, 8]","[0.53, 2]",0.5341,"[0.55, 28]","[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]"
,price,lots,type,time
0,0.54,1,BUY,09:57:42
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 52]","[0.51, 19]","[0.52, 8]","[0.53, 2]",0.53404,"[0.55, 30]","[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 52]","[0.51, 19]","[0.52, 8]","[0.53, 2]",0.536,"[0.54, 1]","[0.55, 30]","[0.56, 11]","[0.57, 12]","[0.58, 30]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 52]","[0.51, 19]","[0.52, 8]","[0.53, 2]",0.53404,"[0.55, 30]","[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]"
,price,lots,type,time
0,0.54,1,BUY,09:57:46
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.495, 134]","[0.5, 52]","[0.51, 19]","[0.52, 8]","[0.53, 2]",0.53404,"[0.55, 30]","[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.5, 52]","[0.51, 19]","[0.52, 3]","[0.53, 2]","[0.54, 5]",0.54169,"[0.55, 30]","[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.5, 52]","[0.51, 19]","[0.52, 3]","[0.53, 2]","[0.54, 5]",0.54172,"[0.55, 29]","[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]"
,price,lots,type,time
0,0.55,1,BUY,09:57:50
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.5, 52]","[0.51, 19]","[0.52, 3]","[0.53, 2]","[0.54, 5]",0.5419,"[0.55, 24]","[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]"
,price,lots,type,time
0,0.55,5,BUY,09:57:50
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.5, 49]","[0.51, 19]","[0.52, 6]","[0.53, 2]","[0.54, 5]",0.542,"[0.55, 24]","[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.5, 49]","[0.51, 19]","[0.52, 6]","[0.53, 2]","[0.54, 5]",0.54204,"[0.55, 23]","[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]"
,price,lots,type,time
0,0.55,1,BUY,09:57:51
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.5, 49]","[0.51, 19]","[0.52, 6]","[0.53, 2]","[0.54, 5]",0.54238,"[0.55, 17]","[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]"
,price,lots,type,time
0,0.55,6,BUY,09:57:55
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.5, 49]","[0.51, 19]","[0.52, 6]","[0.53, 2]","[0.54, 5]",0.54285,"[0.55, 12]","[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]"
,price,lots,type,time
0,0.55,5,BUY,09:57:56
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.5, 49]","[0.51, 19]","[0.52, 6]","[0.53, 2]","[0.54, 5]",0.54371,"[0.55, 7]","[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]"
,price,lots,type,time
0,0.55,5,BUY,09:57:56
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.5, 49]","[0.51, 19]","[0.52, 6]","[0.53, 2]","[0.54, 5]",0.54557,"[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]"
,price,lots,type,time
0,0.55,7,BUY,09:57:56
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.5, 49]","[0.51, 19]","[0.52, 6]","[0.53, 4]","[0.54, 5]",0.54592,"[0.56, 11]","[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.5, 49]","[0.51, 19]","[0.52, 6]","[0.53, 4]","[0.54, 5]",0.54621,"[0.56, 10]","[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]"
,price,lots,type,time
0,0.56,1,BUY,09:57:58
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.5, 49]","[0.51, 19]","[0.52, 6]","[0.53, 4]","[0.54, 5]",0.54932,"[0.56, 4]","[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.51, 19]","[0.52, 6]","[0.53, 4]","[0.54, 5]","[0.55, 1]",0.55207,"[0.56, 4]","[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.51, 19]","[0.52, 6]","[0.53, 4]","[0.54, 5]","[0.55, 3]",0.55367,"[0.56, 4]","[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.51, 19]","[0.52, 6]","[0.53, 4]","[0.54, 5]","[0.55, 3]",0.55229,"[0.56, 10]","[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.51, 19]","[0.52, 6]","[0.53, 4]","[0.54, 5]","[0.55, 3]",0.5533,"[0.56, 5]","[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]"
,price,lots,type,time
0,0.56,5,BUY,09:58:03
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.51, 19]","[0.52, 6]","[0.53, 4]","[0.54, 5]","[0.55, 3]",0.55417,"[0.56, 3]","[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]"
,price,lots,type,time
0,0.56,2,BUY,09:58:04
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.51, 19]","[0.52, 6]","[0.53, 17]","[0.54, 5]","[0.55, 3]",0.55437,"[0.56, 3]","[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.51, 19]","[0.52, 6]","[0.53, 17]","[0.54, 5]","[0.55, 3]",0.55418,"[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]","[0.61, 9]"
,price,lots,type,time
0,0.56,3,BUY,09:58:06
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.51, 19]","[0.52, 6]","[0.53, 17]","[0.54, 5]","[0.55, 3]",0.55349,"[0.56, 5]","[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]"
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.51, 19]","[0.52, 6]","[0.53, 17]","[0.54, 5]","[0.55, 3]",0.55387,"[0.56, 4]","[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]"
,price,lots,type,time
0,0.56,1,BUY,09:58:08
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
0,"[0.51, 19]","[0.52, 6]","[0.53, 17]","[0.54, 5]","[0.55, 3]",0.55437,"[0.56, 3]","[0.57, 12]","[0.58, 30]","[0.59, 29]","[0.6, 75]"
,price,lots,type,time
0,0.56,1,BUY,09:58:10
,Bid5,Bid4,Bid3,Bid2,Bid1,core,Ask1,Ask2,Ask3,Ask4,Ask5
