,BookList
0,"[(0.0, 0, 0), (0.0, 0, 0), (0.0, 0, 0)],-1.0,[(0.0, 0, 0), (0.0, 0, 0), (0.0, 0, 0)]"
,BookList
0,"[(0.0, 0, 0), (0.0, 0, 0), (0.0, 0, 0)],0.0,[(1.27, 2000, 1), (1.28, 0, 0), (1.29, 0, 0)]"
,BookList
0,"[(0.0, 0, 0), (0.0, 0, 0), (0.0, 0, 0)],0.0,[(1.27, 2000, 1), (1.28, 0, 0), (1.29, 200000, 1)]"
,BookList
0,"[(1.2, 0, 0), (1.21, 0, 0), (1.22, 2000, 1)],1.245,[(1.27, 2000, 1), (1.28, 0, 0), (1.29, 200000, 1)]"
,BookList
0,"[(1.2, 0, 0), (1.21, 0, 0), (1.22, 2000, 1)],1.2225,[(1.25, 22000, 1), (1.26, 0, 0), (1.27, 2000, 1)]"
,BookList
0,"[(1.2, 0, 0), (1.21, 0, 0), (1.22, 2000, 1)],1.2213,[(1.25, 44000, 2), (1.26, 0, 0), (1.27, 2000, 1)]"
,BookList
0,"[(1.13, 0, 0), (1.14, 0, 0), (1.15, 10000, 1)],1.16852,[(1.25, 44000, 2), (1.26, 0, 0), (1.27, 2000, 1)]"
,price,volume,type,time
0,1.22,2000,SELL,2018-11-16 16:15:00
,BookList
0,"[(1.13, 0, 0), (1.14, 0, 0), (1.15, 10000, 1)],1.16852,[(1.25, 44000, 2), (1.26, 0, 0), (1.27, 2000, 1)]"
,BookList
0,"[(1.13, 0, 0), (1.14, 0, 0), (1.15, 10000, 1)],1.16786,[(1.25, 46000, 3), (1.26, 0, 0), (1.27, 2000, 1)]"
,BookList
0,"[(1.13, 0, 0), (1.14, 0, 0), (1.15, 10000, 1)],1.16724,[(1.25, 48000, 4), (1.26, 0, 0), (1.27, 2000, 1)]"
,BookList
0,"[(1.13, 0, 0), (1.14, 0, 0), (1.15, 10000, 1)],1.15429,[(1.24, 200000, 1), (1.25, 48000, 4), (1.26, 0, 0)]"
,BookList
0,"[(1.13, 0, 0), (1.14, 0, 0), (1.15, 2000, 1)],1.15089,[(1.24, 200000, 1), (1.25, 48000, 4), (1.26, 0, 0)]"
,price,volume,type,time
0,1.15,8000,SELL,2018-11-16 16:15:00
,BookList
0,"[(1.13, 0, 0), (1.14, 0, 0), (1.15, 22000, 2)],1.15892,[(1.24, 200000, 1), (1.25, 48000, 4), (1.26, 0, 0)]"
,BookList
0,"[(1.13, 0, 0), (1.14, 0, 0), (1.15, 22000, 2)],1.15884,[(1.24, 202000, 2), (1.25, 48000, 4), (1.26, 0, 0)]"
,BookList
0,"[(1.13, 0, 0), (1.14, 0, 0), (1.15, 20000, 1)],1.15811,[(1.24, 202000, 2), (1.25, 48000, 4), (1.26, 0, 0)]"
,price,volume,type,time
0,1.15,2000,SELL,2018-11-16 16:15:00
,BookList
0,"[(1.13, 0, 0), (1.14, 0, 0), (1.15, 20000, 1)],1.15804,[(1.24, 204000, 3), (1.25, 48000, 4), (1.26, 0, 0)]"
,BookList
0,"[(1.13, 0, 0), (1.14, 0, 0), (1.15, 20000, 1)],1.21364,[(1.22, 2000, 1), (1.23, 0, 0), (1.24, 204000, 3)]"
,BookList
0,"[(1.14, 0, 0), (1.15, 20000, 1), (1.16, 20000, 1)],1.21455,[(1.22, 2000, 1), (1.23, 0, 0), (1.24, 204000, 3)]"
,BookList
0,"[(1.14, 0, 0), (1.15, 20000, 1), (1.16, 20000, 1)],1.20545,[(1.21, 2000, 1), (1.22, 2000, 1), (1.23, 0, 0)]"
,BookList
